City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Bandiagara,ML,14.3501,-3.6104,66.47,14,9,10.07,clear sky
469,Ahar,IR,38.4774,47.0699,7.59,80,65,10.29,broken clouds
470,Duku,NG,11.2361,4.9073,74.44,14,7,9.19,clear sky
471,Garowe,SO,8.4054,48.4845,66.49,85,99,9.1,overcast clouds
472,Yerbogachen,RU,61.2767,108.0108,-11.69,100,80,4.29,broken clouds
473,Paso De Los Toros,UY,-32.8167,-56.5167,89.49,45,18,8.43,few clouds
474,Moses Lake,US,47.1301,-119.2781,34.16,80,100,4.61,overcast clouds
475,Toktogul,KG,41.8708,72.9402,22.82,67,100,2.82,overcast clouds
476,Ilebo,CD,-4.3167,20.5833,70.63,92,79,1.43,broken clouds
477,Kwinana,AU,-32.25,115.7667,83.23,45,0,6.44,clear sky
478,Beringovskiy,RU,63.05,179.3167,-5.19,96,100,9.22,overcast clouds
479,Katobu,ID,-4.9408,122.5276,77.79,88,96,5.39,overcast clouds
480,Oktyabrskiy,RU,54.4815,53.471,11.91,89,100,4.56,overcast clouds
481,Iwanai,JP,42.9744,140.5089,27.21,76,99,2.95,overcast clouds
482,Aberdeen,GB,57.1437,-2.0981,49.21,93,47,5.75,scattered clouds
483,Omalur,IN,11.741,78.0456,69.39,72,9,1.83,clear sky
484,Olafsvik,IS,64.8945,-23.7142,35.13,69,100,30.36,light snow
485,Shiraz,IR,29.6036,52.5388,26.04,63,0,0.0,clear sky
486,Morondava,MG,-20.2833,44.2833,79.99,80,100,7.29,overcast clouds
487,Hanstholm,DK,57.1167,8.6167,43.75,94,46,21.03,scattered clouds
488,Kodino,RU,63.7198,39.6447,-1.53,99,36,2.53,scattered clouds
489,Guiratinga,BR,-16.3494,-53.7583,77.25,73,92,6.08,overcast clouds
490,Dingle,PH,10.9995,122.6711,74.53,92,27,7.34,scattered clouds
491,Port Augusta,AU,-32.5,137.7667,73.71,71,88,16.33,overcast clouds
492,Malgrat De Mar,ES,41.6466,2.7414,46.98,71,0,7.0,clear sky
493,Pandrup,DK,57.2215,9.6757,40.91,100,100,9.22,fog
494,Tamale,GH,9.4008,-0.8393,77.09,9,6,9.19,clear sky
495,Sarakhs,IR,36.5449,61.1577,34.65,63,0,8.34,clear sky
496,Forrest City,US,35.0081,-90.7898,34.86,48,3,4.65,clear sky
497,Tam Ky,VN,15.5667,108.4833,69.78,94,21,2.95,few clouds
498,Fartura,BR,-23.3883,-49.51,82.35,60,28,2.28,scattered clouds
499,Sistranda,NO,63.7256,8.834,46.9,89,100,41.85,overcast clouds
500,Vila Velha,BR,-20.3297,-40.2925,79.45,79,40,8.05,scattered clouds
501,Dali,CN,25.7,100.1833,34.74,92,24,4.32,few clouds
502,Yenisehir,TR,40.2644,29.6531,28.47,100,75,5.75,broken clouds
503,Santiago Del Estero,AR,-27.7951,-64.2615,96.15,35,11,10.49,few clouds
504,Kazachinskoye,RU,57.6953,93.2761,-13.94,100,98,1.5,overcast clouds
505,Cuiluan,CN,47.72,128.648,-14.71,100,51,1.19,broken clouds
506,Suraabad,AZ,40.8192,49.4687,42.98,55,64,17.29,broken clouds
507,Tutoia,BR,-2.7619,-42.2744,82.38,87,100,7.4,overcast clouds
508,Rio Gallegos,AR,-51.6226,-69.2181,53.65,71,75,17.27,light rain
509,Arlit,NE,18.7369,7.3853,60.84,19,20,9.53,few clouds
510,Iqaluit,CA,63.7506,-68.5145,2.93,65,100,5.01,light snow
511,Quebec,CA,46.8123,-71.2145,9.59,68,75,3.0,broken clouds
512,Yoichi,JP,43.2039,140.7703,21.22,78,99,6.24,overcast clouds
513,Kodinsk,RU,58.6881,99.1844,-11.24,100,100,0.94,overcast clouds
514,Mtwara,TZ,-10.2667,40.1833,74.19,91,100,6.98,overcast clouds
515,Begoro,GH,6.3871,-0.3774,71.08,51,1,3.27,clear sky
516,Klichka,RU,50.4457,117.996,-16.26,100,78,1.77,broken clouds
517,Roald,NO,62.5833,6.1333,50.05,81,0,18.41,clear sky
518,Saint Anthony,US,45.0205,-93.218,11.25,74,100,1.01,light snow
519,Mocuba,MZ,-16.8392,36.9856,69.21,99,79,5.79,broken clouds
520,Tilichiki,RU,60.4667,166.1,-17.7,85,1,8.19,clear sky
521,Aleksinac,RS,43.5417,21.7078,28.69,91,68,6.73,broken clouds
522,Redcar,GB,54.6166,-1.06,43.79,61,23,5.99,few clouds
523,Fukue,JP,32.6881,128.8419,53.89,94,100,20.11,light rain
524,Mizdah,LY,31.4451,12.9801,44.29,84,0,6.76,clear sky
525,Adrar,MR,20.5022,-10.0711,66.74,16,94,11.27,overcast clouds
526,Hirado,JP,33.3597,129.5531,45.39,93,100,18.01,light rain
527,Brenes,ES,37.5494,-5.8714,51.03,77,0,8.05,clear sky
528,Boone,US,39.0334,-92.3335,46.06,78,19,3.62,few clouds
529,San-Pedro,CI,4.7485,-6.6363,77.25,86,9,5.97,clear sky
530,Sharan,RU,54.8167,54.0,10.53,87,100,3.89,overcast clouds
531,Kampong Cham,KH,11.9934,105.4635,72.23,87,54,6.67,broken clouds
532,Laguna,US,38.421,-121.4238,69.19,62,0,1.01,clear sky
533,Oranjemund,NA,-28.55,16.4333,83.1,50,100,11.14,overcast clouds
534,Namatanai,PG,-3.6667,152.4333,84.02,70,15,2.59,few clouds
535,Champerico,GT,14.3,-91.9167,89.76,62,0,10.31,clear sky
536,Madina,GH,5.6823,-0.1641,79.56,63,0,3.2,clear sky
537,Baruun-Urt,MN,46.6806,113.2792,-3.24,99,100,2.95,overcast clouds
538,Estevan,CA,49.1334,-102.9842,7.14,78,100,8.05,overcast clouds
539,Gimli,CA,50.6336,-96.9907,-7.58,71,53,4.61,broken clouds
540,Carballo,ES,43.213,-8.691,43.9,85,6,3.53,clear sky
541,Adamas,GR,36.7333,24.4333,46.2,50,57,24.79,broken clouds
542,Cap Malheureux,MU,-19.9842,57.6142,81.46,82,40,5.01,scattered clouds
543,Gawler,AU,-34.6,138.7333,75.83,88,99,15.64,overcast clouds
544,Saint George,US,37.1041,-113.5841,61.27,28,0,4.0,clear sky
545,Simbahan,PH,6.3032,120.5836,80.28,77,100,4.23,overcast clouds
546,Tiznit,MA,29.5833,-9.5,62.83,31,91,8.59,overcast clouds
547,Inta,RU,66.0317,60.1659,6.85,93,92,11.23,overcast clouds
548,Zharkent,KZ,44.1628,80.0,26.62,53,4,3.47,clear sky
549,Inirida,CO,3.8653,-67.9239,78.93,82,61,1.45,broken clouds
550,Kawalu,ID,-7.3817,108.2082,71.96,97,99,0.36,overcast clouds
551,Yaan,NG,7.3833,8.5667,79.93,17,14,5.44,few clouds
552,Bahraich,IN,27.5833,81.6,52.43,83,50,7.29,scattered clouds
553,Jasper,US,37.2001,-94.3502,44.51,52,89,7.58,overcast clouds
554,Santa Rosa,PH,14.3122,121.1114,78.78,82,39,8.3,scattered clouds
555,Sabha,LY,27.0377,14.4283,51.37,40,1,5.26,clear sky
556,Richards Bay,ZA,-28.783,32.0377,70.95,76,93,5.1,overcast clouds
557,Pemangkat,ID,1.1667,108.9667,76.3,90,4,4.5,clear sky
558,Shingu,JP,33.7333,135.9833,43.79,56,100,3.67,overcast clouds
559,Henties Bay,NA,-22.116,14.2845,72.86,83,100,5.19,overcast clouds
560,Massaguet,TD,12.4755,15.4365,71.64,14,36,10.45,scattered clouds
561,Vestmanna,FO,62.1564,-7.1664,45.52,87,100,16.11,overcast clouds
562,Charters Towers,AU,-20.1,146.2667,80.44,61,47,12.8,scattered clouds
563,Ginir,ET,7.1333,40.7,56.44,27,92,3.27,overcast clouds
564,Nanzhou,CN,29.3596,112.4024,36.23,96,100,12.06,light rain
565,Jinchang,CN,38.4953,102.1739,22.01,50,37,1.45,scattered clouds
566,Udalguri,IN,26.7667,92.1333,56.64,72,68,4.47,broken clouds
567,Sinegorye,RU,62.0788,150.477,-25.98,88,46,1.83,scattered clouds
568,Abnub,EG,27.2696,31.1511,44.82,52,1,5.41,clear sky
569,Kargil,IN,34.5667,76.1,4.98,94,100,2.37,light snow
570,Pacific Grove,US,36.6177,-121.9166,68.41,45,1,1.99,clear sky
571,Nabire,ID,-3.3667,135.4833,78.33,86,97,1.34,overcast clouds
572,Mayahi,NE,13.9553,7.6712,60.93,15,34,11.21,scattered clouds
573,The Pas,CA,53.8251,-101.2541,-7.58,59,0,11.5,clear sky
574,Lom Sak,TH,16.7798,101.2422,68.81,85,55,2.86,broken clouds
575,Gualeguaychu,AR,-33.0094,-58.5172,91.71,41,41,1.97,scattered clouds
576,General Pico,AR,-35.6566,-63.7568,72.95,92,100,4.0,overcast clouds
577,Amboasary,MG,-25.0333,46.3833,76.84,90,32,12.26,scattered clouds
578,Fort Nelson,CA,58.8053,-122.7002,11.79,79,75,3.44,broken clouds
579,Unity,CA,52.4501,-109.1682,12.25,96,100,0.11,overcast clouds
580,Sainte-Marie,RE,-20.8968,55.5496,80.76,93,75,12.66,broken clouds
581,Severnyy,RU,50.677,36.5532,23.04,93,75,4.47,light shower snow
582,Flinders,AU,-34.5833,150.8552,75.18,76,79,4.0,broken clouds
583,Cairns,AU,-16.9167,145.7667,81.07,91,75,9.22,light rain
584,Campo De Criptana,ES,39.4046,-3.1249,38.53,92,1,10.63,clear sky
585,Ballina,AU,-28.8667,153.5667,71.78,95,75,9.22,broken clouds
586,Casper,US,42.8666,-106.3131,36.5,70,59,8.01,broken clouds
587,Ewa Beach,US,21.3156,-158.0072,80.55,58,75,11.01,broken clouds
588,Manokwari,ID,-0.8667,134.0833,80.04,81,99,5.64,light rain
589,Pandamatenga,BW,-18.5278,25.627,63.9,70,23,8.95,few clouds
590,Bend,US,44.0582,-121.3153,54.68,29,0,1.01,clear sky
591,Wawa,NG,9.9022,4.4192,77.97,21,1,9.6,clear sky
592,Kendari,ID,-3.945,122.4989,77.02,90,92,1.81,overcast clouds
593,Krasnoyarsk,RU,56.0097,92.7917,-6.36,100,54,3.51,broken clouds
594,Lasa,IT,46.6166,10.7002,35.02,91,46,7.38,scattered clouds
595,Paamiut,GL,61.994,-49.6678,10.98,73,100,12.01,overcast clouds
596,Kualakapuas,ID,-3.0091,114.3876,73.56,93,71,1.79,broken clouds
597,Tautira,PF,-17.7333,-149.15,75.22,77,100,21.05,overcast clouds
598,Collie,AU,-33.3667,116.15,68.99,40,3,6.42,clear sky
599,Fornosovo,RU,59.5689,30.5544,19.06,99,91,0.56,overcast clouds
600,Kovernino,RU,57.1253,43.8142,11.28,98,100,3.33,overcast clouds
601,Jumla,NP,29.2747,82.1838,27.68,93,96,5.91,overcast clouds
602,Ambilobe,MG,-13.2,49.05,74.95,94,100,12.82,moderate rain
603,Asbestos,CA,45.7668,-71.9324,6.76,94,62,2.98,broken clouds
604,Iralaya,HN,15.0,-83.2333,78.42,80,1,7.18,clear sky
605,Tocopilla,CL,-22.092,-70.1979,69.6,76,68,8.79,broken clouds
606,Kokstad,ZA,-30.5472,29.4241,52.09,97,54,4.27,broken clouds
607,Sambava,MG,-14.2667,50.1667,75.42,90,100,3.11,overcast clouds
608,Kilrush,IE,52.6397,-9.4833,44.35,87,63,5.41,broken clouds
609,Pekan,MY,3.4836,103.3996,75.31,88,33,3.29,scattered clouds
610,Mehamn,NO,71.0357,27.8492,28.72,86,100,25.52,snow
611,Kathu,TH,7.9178,98.3332,73.22,78,23,8.25,few clouds
612,Shahr-E Babak,IR,30.1165,55.1186,33.78,30,0,3.42,clear sky
613,Lianzhou,CN,24.7811,112.3825,61.36,97,100,0.43,overcast clouds
614,Calama,CL,-22.4667,-68.9333,75.69,20,3,27.63,clear sky
615,Rio Grande,BR,-32.035,-52.0986,77.95,79,71,8.25,very heavy rain
616,Sinnai,IT,39.3042,9.2036,43.47,69,0,4.61,clear sky
617,Sawtell,AU,-30.3833,153.1,73.18,80,100,12.66,overcast clouds
618,Aptos,US,36.9772,-121.8994,68.97,39,1,4.0,clear sky
619,Rocha,UY,-34.4833,-54.3333,76.33,93,31,2.82,light rain
620,Varhaug,NO,58.6147,5.6457,45.86,97,100,8.37,overcast clouds
621,Kos,GR,36.8933,27.2889,37.31,55,63,33.04,broken clouds
622,Elliot Lake,CA,46.3834,-82.6331,17.69,84,100,12.88,light snow
623,Saint Augustine,US,29.8947,-81.3145,51.01,100,100,10.36,mist
624,West Wendover,US,40.7391,-114.0733,37.13,46,4,3.0,clear sky
625,Darhan,MN,49.4867,105.9228,0.46,99,100,0.76,overcast clouds
626,Stege,DK,54.987,12.2846,41.09,95,100,12.39,overcast clouds
627,Saint-Georges,GD,12.0564,-61.7485,78.48,69,20,10.36,few clouds
628,Popondetta,PG,-8.7537,148.2534,81.3,76,99,1.23,overcast clouds
629,Palana,RU,59.1167,159.9667,-11.36,97,75,5.23,broken clouds
630,Halifax,CA,44.6453,-63.5724,20.21,84,100,4.0,overcast clouds
631,Coshocton,US,40.272,-81.8596,28.51,53,99,1.01,overcast clouds
632,Obra,IN,24.4167,82.9833,58.93,73,71,7.67,broken clouds
633,Machali,CL,-34.1833,-70.6667,79.88,21,0,10.36,clear sky
634,Price,US,39.5994,-110.8107,37.72,65,3,0.27,clear sky
635,Tevriz,RU,57.509,72.4042,-8.66,100,35,2.57,scattered clouds
636,Lisala,CD,2.15,21.5167,70.59,44,63,1.25,broken clouds
637,Breisach,DE,48.0333,7.5833,38.89,88,100,3.44,overcast clouds
638,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,94,75,6.58,broken clouds
639,Awjilah,LY,29.1081,21.2869,52.54,56,0,8.93,clear sky
640,Nishihara,JP,26.1842,127.7558,64.45,97,100,18.41,mist
641,Linxia,CN,35.6003,103.2064,27.32,79,100,2.57,overcast clouds
642,Mercedes,AR,-34.6515,-59.4307,80.92,75,87,8.95,light rain
643,Thinadhoo,MV,0.5333,72.9333,82.81,65,92,16.11,overcast clouds
644,Krasnoselkup,RU,65.7,82.4667,6.31,94,100,12.82,overcast clouds
645,Chicama,PE,-7.8447,-79.1469,66.74,66,28,9.57,scattered clouds
646,Podgornoye,RU,51.735,39.1496,21.42,100,97,4.47,overcast clouds
647,Arenys De Mar,ES,41.5819,2.5494,46.62,59,0,1.99,clear sky
648,Humboldt,US,40.6665,-123.9178,65.28,37,0,2.59,clear sky
649,Muzhi,RU,65.3667,64.6667,2.75,94,59,5.35,broken clouds
650,Minna,NG,9.6139,6.5569,82.11,15,4,6.91,haze
651,Santo Tomas,PH,14.1079,121.1414,77.25,91,46,5.12,scattered clouds
652,Anadyr,RU,64.75,177.4833,-3.5,83,100,4.0,light snow
653,Laizhou,CN,37.1717,119.9214,30.67,80,97,11.03,overcast clouds
654,Mayo,US,38.8876,-76.5119,30.09,54,0,1.01,clear sky
655,Komsomolskiy,UZ,40.4272,71.7189,36.82,80,75,4.61,broken clouds
656,Chebenki,RU,51.9337,55.7077,-0.22,93,81,4.7,broken clouds
657,Dudinka,RU,69.4058,86.1778,13.62,95,100,15.79,light snow
658,Staryy Nadym,RU,65.6118,72.6842,-0.67,98,90,6.38,overcast clouds
659,Gat,IL,31.61,34.7642,50.92,100,8,8.37,clear sky
660,Kasongo,CD,-4.45,26.6667,68.07,95,99,2.64,overcast clouds
661,Ayorou,NE,14.7308,0.9174,65.68,15,3,11.63,clear sky
662,Kundiawa,PG,-6.0167,144.9667,71.91,77,78,0.69,broken clouds
663,Hagi,JP,34.4,131.4167,40.6,91,100,2.82,moderate rain
664,Nemuro,JP,43.3236,145.575,22.71,79,37,7.99,scattered clouds
665,Bowen,AU,-20.0167,148.2333,77.22,66,68,16.73,broken clouds
666,Ikwiriri,TZ,-7.9562,38.9716,73.98,95,98,1.83,light rain
667,San Rafael,AR,-34.6177,-68.3301,91.94,20,1,12.88,clear sky
668,Parabel,RU,58.6978,81.4825,3.79,97,100,4.27,overcast clouds
669,Telde,ES,27.9924,-15.4192,62.82,77,20,4.61,few clouds
670,Harper,LR,4.375,-7.7169,77.77,83,5,9.37,clear sky
671,Malakal,SS,9.5334,31.6605,75.36,25,84,6.82,broken clouds
672,Paraiso,CR,9.8383,-83.8656,76.06,78,63,4.43,broken clouds
673,Dukat,RU,62.55,155.55,-34.96,100,19,5.44,few clouds
674,Beyneu,KZ,45.3167,55.2,22.78,71,12,10.29,few clouds
675,Kolyvan,RU,55.3053,82.7391,-3.95,100,99,1.1,overcast clouds
676,Passy,FR,45.9203,6.6877,41.41,74,2,7.25,clear sky
677,Axim,GH,4.8699,-2.2405,78.28,80,0,8.93,clear sky
678,Quatre Cocos,MU,-20.2078,57.7625,81.09,75,83,14.16,broken clouds
679,Wellington,NZ,-41.2866,174.7756,70.77,77,100,8.05,overcast clouds
680,Terney,RU,45.0503,136.6092,6.22,73,4,8.5,clear sky
681,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,99.68,24,79,8.23,broken clouds
682,Lichinga,MZ,-13.3128,35.2406,64.49,88,75,8.05,thunderstorm
683,Gorom-Gorom,BF,14.4439,-0.2361,65.97,14,10,10.42,clear sky
684,Billings,US,45.7833,-108.5007,45.37,52,100,18.99,overcast clouds
685,Aleksandrow Kujawski,PL,52.8766,18.6935,30.47,82,97,8.16,overcast clouds
686,Tiarei,PF,-17.5333,-149.3333,80.85,78,100,19.39,light rain
687,Nisia Floresta,BR,-6.0911,-35.2086,78.67,76,1,10.4,clear sky
688,Talnakh,RU,69.4865,88.3972,13.21,95,100,11.34,snow
689,Sinait,PH,17.8664,120.4583,74.88,78,37,3.27,scattered clouds
690,Casino,AU,-28.8667,153.05,68.56,66,34,8.08,scattered clouds
691,Sur,OM,22.5667,59.5289,65.26,58,0,11.25,clear sky
692,Bartoszyce,PL,54.2535,20.8082,30.13,97,100,7.92,light snow
693,Trairi,BR,-3.2778,-39.2689,78.87,79,60,7.02,broken clouds
694,Tomatlan,MX,19.9333,-105.25,82.53,58,27,8.97,scattered clouds
695,Zelenogradskiy,RU,56.1,37.9167,25.0,99,95,4.27,overcast clouds
696,Stryn,NO,61.9045,6.7226,38.25,96,88,7.72,overcast clouds
697,Nadym,RU,65.5333,72.5167,1.04,96,86,7.45,overcast clouds
698,Ziyang,CN,29.2497,117.8547,51.08,98,100,2.04,light rain
699,Catole Do Rocha,BR,-6.3439,-37.7467,81.07,56,28,9.08,scattered clouds
700,Caravelas,BR,-17.7125,-39.2481,76.93,81,10,6.26,clear sky
701,Iberia,US,29.9502,-91.7507,44.96,34,0,10.94,clear sky
702,Nedjo,ET,9.5046,35.5019,59.68,49,100,4.12,overcast clouds
703,Coihaique,CL,-45.5752,-72.0662,57.15,47,75,9.22,broken clouds
